DateTime,SN,ModelName,TypeModel,DeviceName,Result,F4,Caps,Num,Close-F4,Close-Caps,KBLight,KB-Close,Power,Charge-White,Charge-Yellow,N-Camera
2026-02-19 08:12:21,8RYKPH4,JD16ARLVSC,1_0,A1B-A,Fail_KBlight,5_200,5_200,5_200,0_10,0_3,500_5000,0_5,20_300,5_400,10_400,5_300
2026-02-19 08:12:50,9RYKPH4,JD16ARLVSC,1_0,A1B-A,Fail_N-Camera_Caps_F4_Num_KB-Close,5_200,5_200,5_200,0_10,0_3,500_5000,0_5,20_300,5_400,10_400,5_300
2026-02-19 08:13:25,6RYKPH4,JD16ARLVSC,1_0,A1B-A,Pass,5_200,5_200,5_200,0_10,0_3,500_5000,0_5,20_300,5_400,10_400,5_300
2026-02-19 08:21:34,GSYKPH4,JD16ARLVSC,1_0,A1B-A,Pass,5_200,5_200,5_200,0_10,0_3,500_5000,0_5,20_300,5_400,10_400,5_300
2026-02-19 08:22:30,FRYKPH4,JD16ARLVSC,1_0,A1B-A,Pass,5_200,5_200,5_200,0_10,0_3,500_5000,0_5,20_300,5_400,10_400,5_300
2026-02-19 08:23:08,19YKPH4,JD16ARLVSC,1_0,A1B-A,Pass,5_200,5_200,5_200,0_10,0_3,500_5000,0_5,20_300,5_400,10_400,5_300
2026-02-19 08:25:39,7SYKPH4,JD16ARLVSC,1_0,A1B-A,Pass,5_200,5_200,5_200,0_10,0_3,500_5000,0_5,20_300,5_400,10_400,5_300
2026-02-19 08:27:18,1TYKPH4,JD16ARLVSC,1_0,A1B-A,Fail_Close-Num,5_200,5_200,5_200,0_10,0_3,500_5000,0_5,20_300,5_400,10_400,5_300
2026-02-19 08:27:56,DTXKPH4,JD16ARLVSC,1_0,A1B-A,Fail_KBlight,5_200,5_200,5_200,0_10,0_3,500_5000,0_5,20_300,5_400,10_400,5_300
2026-02-19 08:30:39,8TYKPH4,JD16ARLVSC,1_0,A1B-A,Pass,5_200,5_200,5_200,0_10,0_3,500_5000,0_5,20_300,5_400,10_400,5_300
